INDEX(),Date,Brand,Channel Funnel,Channel,Funnel,Tactic,Centralized Channel Funnel Tactic,Spend,LCND,LCROAS,pND,pROAS,Visit,clicks,impressions,orders
151,8/5/24,brand outlet,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC," 3,404.75 ",,,,,," 19,561.00 "," 317,381.00 ",
152,8/5/24,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 996.32 ,,,,,," 6,033.00 "," 82,149.00 ",
153,8/5/24,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA," 2,052.97 ",,,,,," 10,984.00 "," 173,685.00 ",
154,8/5/24,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Meta AWE, 607.58 ,,,,,, 498.00 ," 349,908.00 ",
155,8/5/24,brand outlet,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand," 2,975.95 "," 8,270.93 ", 2.78 ,,," 1,789.00 "," 1,700.00 "," 82,032.00 ", 69.00 
156,8/5/24,brand outlet,PLA,Search,Conversion,PLA,Search Conversion PLA," 25,012.81 "," 134,595.54 ", 5.38 ,,," 41,514.00 "," 40,566.00 "," 3,602,121.00 "," 1,606.00 "
157,8/5/24,brand outlet,Social Consideration,Social,Consideration,Not Applicable,Social Consideration," 8,760.60 ", -   , -   ,,, 14.00 ," 40,504.00 "," 933,942.00 ", -   
158,8/6/24,brand us,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion," 5,771.00 "," 86,185.28 ", 14.93 ,,," 15,491.00 ", -   , -   , 480.00 
159,8/6/24,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand, 985.15 ," 70,665.59 ", 71.73 ,,," 16,593.00 "," 15,297.00 "," 36,406.00 ", 373.00 
160,8/6/24,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 422.48 ," 2,255.56 ", 5.34 ,,," 2,447.00 "," 3,864.00 "," 32,375.00 ", 13.00 
161,8/6/24,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 347.98 ," 3,436.81 ", 9.88 ,,," 1,049.00 "," 1,475.00 "," 14,046.00 ", 14.00 
162,8/6/24,brand us,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 3,506.65 ", -   , -   ,,, 327.00 ," 1,018.00 "," 1,329,120.00 ", -   
163,8/6/24,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 673.00 ,,,,,, 181.00 ," 2,631.00 ",
164,8/6/24,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE," 3,986.34 ", -   , -   ,,, 34.00 ," 1,117.00 "," 1,094,704.00 ", -   
165,8/6/24,brand us,PLA,Search,Conversion,PLA,Search Conversion PLA," 20,713.11 "," 68,309.92 ", 3.30 ,,," 26,651.00 "," 26,455.00 "," 2,549,691.00 ", 426.00 
166,8/6/24,brand us,Social Consideration,Social,Consideration,Not Applicable,Social Consideration," 9,922.31 "," 4,241.17 ", 0.43 ,,," 15,059.00 "," 51,205.00 "," 2,283,316.00 ", 33.00 
167,8/6/24,brand us,TikTok AWE,Social,Awareness,TikTok AWE,TikTok AWE," 5,319.85 ", -   , -   ,,, 417.00 ," 1,928.00 "," 1,022,937.00 ", -   
168,8/6/24,brand us,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC,," 1,589.86 ", -   ,, -   , 843.00 ,,, 8.00 
169,8/6/24,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom,, 907.99 , -   ,, -   , 544.00 ,,, 5.00 
170,8/6/24,brand us,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand,, 65.99 , -   ,, -   , 130.00 ,,, 1.00 
171,8/6/24,brand ca,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion, 222.00 ," 6,767.26 ", 30.48 ,,, 926.00 , -   , -   , 53.00 
172,8/6/24,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 308.56 ," 6,152.40 ", 19.94 ,,," 2,157.00 "," 4,286.00 "," 8,331.00 ", 36.00 
173,8/6/24,brand ca,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 198.84 ," 1,078.92 ", 5.43 ,,, 736.00 ," 1,146.00 "," 18,841.00 ", 7.00 
174,8/6/24,brand ca,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 336.34 ," 1,314.43 ", 3.91 ,,, 419.00 ," 1,035.00 "," 23,709.00 ", 8.00 
175,8/6/24,brand ca,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 238.89 ," 1,034.49 ", 4.33 ,,," 1,009.00 "," 1,746.00 "," 28,094.00 ", 8.00 
176,8/6/24,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 198.68 , 660.14 , 3.32 ,,," 1,250.00 "," 2,031.00 "," 27,526.00 ", 5.00 
177,8/6/24,brand ca,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,392.91 ", -   , -   ,,, 202.00 , 676.00 ," 875,190.00 ", -   
178,8/6/24,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE, 332.37 , -   , -   ,,, 19.00 , 192.00 ," 193,811.00 ", -   
179,8/6/24,brand ca,PLA,Search,Conversion,PLA,Search Conversion PLA," 1,640.02 "," 5,608.41 ", 3.42 ,,," 3,882.00 "," 4,442.00 "," 356,778.00 ", 34.00 
180,8/6/24,brand ca,Social Consideration,Social,Consideration,Not Applicable,Social Consideration, 356.65 , 122.56 , 0.34 ,,," 2,564.00 "," 6,127.00 "," 89,087.00 ", 1.00 
181,8/6/24,brand outlet,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion," 3,949.00 "," 88,649.66 ", 22.45 ,,," 14,639.00 ", -   , -   , 875.00 
182,8/6/24,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 778.43 ," 76,181.80 ", 97.87 ,,," 13,023.00 "," 9,848.00 "," 19,210.00 ", 731.00 
183,8/6/24,brand outlet,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC," 6,550.97 ",,,,,," 31,163.00 "," 516,090.00 ",
184,8/6/24,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA," 1,001.58 ",,,,,," 5,764.00 "," 78,800.00 ",
185,8/6/24,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA," 3,630.82 ",,,,,," 15,704.00 "," 259,139.00 ",
186,8/6/24,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Meta AWE, 597.26 ,,,,,, 430.00 ," 337,450.00 ",
187,8/6/24,brand outlet,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand," 4,023.53 "," 6,099.02 ", 1.52 ,,," 2,346.00 "," 2,242.00 "," 126,144.00 ", 68.00 
188,8/6/24,brand outlet,PLA,Search,Conversion,PLA,Search Conversion PLA," 25,025.03 "," 145,048.60 ", 5.80 ,,," 38,878.00 "," 40,487.00 "," 3,754,682.00 "," 1,519.00 "
189,8/6/24,brand outlet,Social Consideration,Social,Consideration,Not Applicable,Social Consideration," 10,976.06 ", -   , -   ,,, 14.00 ," 47,540.00 "," 1,090,786.00 ", -   
190,8/7/24,brand us,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion," 6,388.00 "," 83,152.52 ", 13.02 ,,," 12,460.00 ", -   , -   , 445.00 
191,8/7/24,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 1,120.88 "," 67,130.59 ", 59.89 ,,," 17,672.00 "," 16,620.00 "," 36,723.00 ", 365.00 
192,8/7/24,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 355.82 ," 3,131.17 ", 8.80 ,,," 2,427.00 "," 2,823.00 "," 24,414.00 ", 12.00 
193,8/7/24,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 521.48 ," 3,124.56 ", 5.99 ,,," 1,453.00 "," 2,294.00 "," 22,450.00 ", 17.00 
194,8/7/24,brand us,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 3,802.24 ", -   , -   ,,, 679.00 , 931.00 ," 1,549,162.00 ", -   
195,8/7/24,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 739.21 ,,,,,, 196.00 ," 2,478.00 ",
196,8/7/24,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE," 9,122.14 ", 98.81 , 0.01 ,,, 373.00 ," 2,023.00 "," 1,815,500.00 ", 1.00 
197,8/7/24,brand us,PLA,Search,Conversion,PLA,Search Conversion PLA," 16,885.07 "," 64,258.10 ", 3.81 ,,," 23,295.00 "," 24,216.00 "," 2,390,517.00 ", 347.00 
198,8/7/24,brand us,Social Consideration,Social,Consideration,Not Applicable,Social Consideration," 9,027.19 "," 1,772.81 ", 0.20 ,,," 12,531.00 "," 43,630.00 "," 1,960,164.00 ", 16.00 
199,8/7/24,brand us,TikTok AWE,Social,Awareness,TikTok AWE,TikTok AWE," 4,605.34 ", -   , -   ,,, 339.00 ," 1,983.00 "," 988,791.00 ", -   
200,8/7/24,brand us,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC,," 1,238.91 ", -   ,, -   , 798.00 ,,, 9.00 
201,8/7/24,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom,, 329.97 , -   ,, -   , 750.00 ,,, 3.00 
202,8/7/24,brand us,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand,, 419.97 , -   ,, -   , 163.00 ,,, 1.00 
203,8/7/24,brand ca,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion, 311.00 ," 7,984.01 ", 25.67 ,,, 728.00 , -   , -   , 50.00 
204,8/7/24,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 229.05 ," 6,028.96 ", 26.32 ,,," 2,024.00 "," 4,189.00 "," 7,992.00 ", 37.00 
205,8/7/24,brand ca,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 197.23 , 195.49 , 0.99 ,,, 641.00 , 789.00 ," 15,642.00 ", 1.00 
206,8/7/24,brand ca,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 352.31 , 142.86 , 0.41 ,,, 402.00 ," 1,021.00 "," 21,700.00 ", 1.00 
207,8/7/24,brand ca,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 241.37 , 991.89 , 4.11 ,,," 1,077.00 "," 1,786.00 "," 24,867.00 ", 6.00 
208,8/7/24,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 196.63 ," 1,266.10 ", 6.44 ,,," 1,244.00 "," 1,943.00 "," 25,701.00 ", 8.00 
209,8/7/24,brand ca,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,268.58 ", -   , -   ,,, 558.00 , 605.00 ," 813,638.00 ", -   
210,8/7/24,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE, 344.28 , -   , -   ,,, 38.00 , 167.00 ," 131,598.00 ", -   
211,8/7/24,brand ca,PLA,Search,Conversion,PLA,Search Conversion PLA," 1,262.73 "," 6,487.44 ", 5.14 ,,," 3,224.00 "," 3,663.00 "," 298,804.00 ", 38.00 
212,8/7/24,brand ca,Social Consideration,Social,Consideration,Not Applicable,Social Consideration, 332.72 , -   , -   ,,," 2,291.00 "," 5,218.00 "," 85,837.00 ", -   
213,8/7/24,brand outlet,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion," 3,994.00 "," 94,794.81 ", 23.73 ,,," 10,698.00 ", -   , -   , 873.00 
214,8/7/24,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 710.88 ," 76,433.64 ", 107.52 ,,," 12,269.00 "," 11,017.00 "," 20,225.00 ", 751.00 
215,8/7/24,brand outlet,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC," 7,761.14 ",,,,,," 33,329.00 "," 547,478.00 ",
216,8/7/24,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA," 3,660.92 ",,,,,," 17,293.00 "," 241,523.00 ",
217,8/7/24,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA," 4,527.45 ",,,,,," 19,531.00 "," 301,790.00 ",
218,8/7/24,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,063.02 ",,,,,, 848.00 ," 635,332.00 ",
219,8/7/24,brand outlet,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand," 3,138.10 "," 7,204.74 ", 2.30 ,,," 1,875.00 "," 1,766.00 "," 98,999.00 ", 65.00 
220,8/7/24,brand outlet,PLA,Search,Conversion,PLA,Search Conversion PLA," 25,172.78 "," 136,807.11 ", 5.43 ,,," 41,509.00 "," 44,733.00 "," 3,913,629.00 "," 1,534.00 "
221,8/7/24,brand outlet,Social Consideration,Social,Consideration,Not Applicable,Social Consideration," 11,875.10 ", -   , -   ,,, 15.00 ," 49,851.00 "," 1,042,775.00 ", -   
222,8/8/24,brand us,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion," 6,287.00 "," 96,861.13 ", 15.41 ,,," 11,687.00 ", -   , -   , 493.00 
223,8/8/24,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 1,107.62 "," 67,748.34 ", 61.17 ,,," 17,886.00 "," 17,152.00 "," 38,048.00 ", 410.00 
224,8/8/24,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 722.65 ," 1,175.18 ", 1.63 ,,," 3,044.00 "," 5,715.00 "," 50,277.00 ", 9.00 
225,8/8/24,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 500.29 ," 1,949.78 ", 3.90 ,,," 1,374.00 "," 1,833.00 "," 19,499.00 ", 15.00 
226,8/8/24,brand us,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 3,898.54 ", -   , -   ,,, 287.00 , 994.00 ," 1,574,286.00 ", -   
227,8/8/24,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 673.71 ,,,,,, 174.00 ," 2,348.00 ",
228,8/8/24,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE," 9,122.14 ", -   , -   ,,, 229.00 ," 2,213.00 "," 2,131,465.00 ", -   
229,8/8/24,brand us,PLA,Search,Conversion,PLA,Search Conversion PLA," 21,455.26 "," 55,883.68 ", 2.60 ,,," 27,069.00 "," 29,094.00 "," 2,754,075.00 ", 371.00 
230,8/8/24,brand us,Social Consideration,Social,Consideration,Not Applicable,Social Consideration," 9,705.54 "," 1,113.87 ", 0.11 ,,," 12,568.00 "," 43,140.00 "," 1,940,371.00 ", 11.00 
231,8/8/24,brand us,TikTok AWE,Social,Awareness,TikTok AWE,TikTok AWE," 3,252.86 ", -   , -   ,,, 229.00 ," 1,735.00 "," 961,090.00 ", -   
232,8/8/24,brand us,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC,, 651.08 , -   ,, -   , 722.00 ,,, 7.00 
233,8/8/24,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom,, 375.00 , -   ,, -   , 698.00 ,,, 2.00 
234,8/8/24,brand us,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand,, -   , -   ,, -   , 130.00 ,,, -   
235,8/8/24,brand ca,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion, 312.00 ," 7,990.71 ", 25.61 ,,, 848.00 , -   , -   , 46.00 
236,8/8/24,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 240.32 ," 5,453.14 ", 22.69 ,,," 1,947.00 "," 4,105.00 "," 7,957.00 ", 39.00 
237,8/8/24,brand ca,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 193.47 , 378.94 , 1.96 ,,, 571.00 , 913.00 ," 19,367.00 ", 4.00 
238,8/8/24,brand ca,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 345.83 , 97.74 , 0.28 ,,, 303.00 , 866.00 ," 19,619.00 ", 1.00 
239,8/8/24,brand ca,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 248.38 ," 1,373.77 ", 5.53 ,,, 960.00 ," 1,430.00 "," 22,549.00 ", 10.00 
240,8/8/24,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 193.49 ," 1,808.24 ", 9.35 ,,," 1,076.00 "," 1,691.00 "," 23,216.00 ", 13.00 
241,8/8/24,brand ca,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,383.16 ", -   , -   ,,, 172.00 , 722.00 ," 830,248.00 ", -   
242,8/8/24,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE, 344.28 , -   , -   ,,, 32.00 , 202.00 ," 162,110.00 ", -   
243,8/8/24,brand ca,PLA,Search,Conversion,PLA,Search Conversion PLA," 1,257.37 "," 10,084.17 ", 8.02 ,,," 3,411.00 "," 3,944.00 "," 304,577.00 ", 58.00 
244,8/8/24,brand ca,Social Consideration,Social,Consideration,Not Applicable,Social Consideration, 374.64 , 714.28 , 1.91 ,,," 2,187.00 "," 5,021.00 "," 97,206.00 ", 2.00 
245,8/8/24,brand outlet,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion," 4,748.00 "," 104,922.16 ", 22.10 ,,," 10,503.00 ", -   , -   , 947.00 
246,8/8/24,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 744.82 ," 88,626.71 ", 118.99 ,,," 12,499.00 "," 11,081.00 "," 20,370.00 ", 786.00 
247,8/8/24,brand outlet,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC," 8,698.45 ",,,,,," 32,298.00 "," 536,599.00 ",
248,8/8/24,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA," 6,447.40 ",,,,,," 24,872.00 "," 381,329.00 ",
249,8/8/24,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA," 4,805.50 ",,,,,," 18,295.00 "," 306,208.00 ",
250,8/8/24,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,868.00 ",,,,,," 1,422.00 "," 1,000,940.00 ",
251,8/8/24,brand outlet,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand," 2,585.11 "," 6,749.33 ", 2.61 ,,," 1,631.00 "," 1,496.00 "," 85,889.00 ", 60.00 
252,8/8/24,brand outlet,PLA,Search,Conversion,PLA,Search Conversion PLA," 23,986.34 "," 134,278.14 ", 5.60 ,,," 42,108.00 "," 42,856.00 "," 3,719,455.00 "," 1,492.00 "
253,8/8/24,brand outlet,Social Consideration,Social,Consideration,Not Applicable,Social Consideration," 16,295.12 ", -   , -   ,,, 18.00 ," 59,918.00 "," 1,422,723.00 ", -   
254,8/9/24,brand us,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion," 6,137.00 "," 82,986.96 ", 13.52 ,,," 11,432.00 ", -   , -   , 481.00 
255,8/9/24,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 1,013.83 "," 64,782.21 ", 63.90 ,,," 17,371.00 "," 16,341.00 "," 36,433.00 ", 416.00 
256,8/9/24,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 754.71 ," 3,484.70 ", 4.62 ,,," 4,067.00 "," 5,272.00 "," 47,816.00 ", 30.00 
257,8/9/24,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 532.44 ," 2,271.75 ", 4.27 ,,," 1,235.00 "," 1,738.00 "," 20,372.00 ", 16.00 
258,8/9/24,brand us,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 6,369.03 ", -   , -   ,,, 318.00 ," 1,846.00 "," 2,109,899.00 ", -   
259,8/9/24,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 692.60 ,,,,,, 181.00 ," 2,172.00 ",
260,8/9/24,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE," 8,090.61 ", -   , -   ,,, 197.00 ," 2,039.00 "," 2,050,541.00 ", -   
261,8/9/24,brand us,PLA,Search,Conversion,PLA,Search Conversion PLA," 18,862.30 "," 57,131.12 ", 3.03 ,,," 25,484.00 "," 25,537.00 "," 2,585,690.00 ", 389.00 
262,8/9/24,brand us,Social Consideration,Social,Consideration,Not Applicable,Social Consideration," 8,798.38 "," 1,159.95 ", 0.13 ,,," 10,975.00 "," 38,487.00 "," 1,730,796.00 ", 7.00 
263,8/9/24,brand us,TikTok AWE,Social,Awareness,TikTok AWE,TikTok AWE," 2,491.44 ", -   , -   ,,, 159.00 ," 1,155.00 "," 649,841.00 ", -   
264,8/9/24,brand us,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC,, 532.97 , -   ,, -   , 573.00 ,,, 5.00 
265,8/9/24,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom,," 1,311.93 ", -   ,, -   , 646.00 ,,, 7.00 
266,8/9/24,brand us,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand,, -   , -   ,, -   , 149.00 ,,, -   
267,8/9/24,brand ca,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion, 252.00 ," 6,966.53 ", 27.64 ,,, 714.00 , -   , -   , 32.00 
268,8/9/24,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 241.69 ," 6,869.33 ", 28.42 ,,," 1,987.00 "," 4,134.00 "," 8,010.00 ", 49.00 
269,8/9/24,brand ca,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 189.90 , 306.02 , 1.61 ,,, 567.00 , 916.00 ," 17,218.00 ", 4.00 
270,8/9/24,brand ca,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 330.38 , 112.78 , 0.34 ,,, 260.00 , 756.00 ," 19,281.00 ", 1.00 
271,8/9/24,brand ca,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 235.79 , 965.39 , 4.09 ,,, 730.00 ," 1,221.00 "," 21,388.00 ", 7.00 
272,8/9/24,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 189.59 , 573.65 , 3.03 ,,," 1,029.00 "," 1,638.00 "," 23,747.00 ", 5.00 
273,8/9/24,brand ca,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,381.09 ", -   , -   ,,, 194.00 , 717.00 ," 818,519.00 ", -   
274,8/9/24,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE, 257.71 , -   , -   ,,, 28.00 , 158.00 ," 136,144.00 ", -   
275,8/9/24,brand ca,PLA,Search,Conversion,PLA,Search Conversion PLA," 1,530.94 "," 8,712.68 ", 5.69 ,,," 3,845.00 "," 4,852.00 "," 347,597.00 ", 50.00 
276,8/9/24,brand ca,Social Consideration,Social,Consideration,Not Applicable,Social Consideration, 371.70 , -   , -   ,,," 1,807.00 "," 4,959.00 "," 89,810.00 ", -   
277,8/9/24,brand outlet,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion," 5,193.00 "," 116,215.25 ", 22.38 ,,," 10,174.00 ", -   , -   ," 1,139.00 "
278,8/9/24,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 985.28 ," 100,042.77 ", 101.54 ,,," 12,414.00 "," 11,607.00 "," 20,629.00 "," 1,019.00 "
279,8/9/24,brand outlet,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC," 8,520.86 ",,,,,," 30,713.00 "," 531,213.00 ",
280,8/9/24,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA," 6,230.48 ",,,,,," 23,400.00 "," 353,748.00 ",
281,8/9/24,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA," 4,585.82 ",,,,,," 17,309.00 "," 293,492.00 ",
282,8/9/24,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 2,561.84 ",,,,,," 1,791.00 "," 1,301,837.00 ",
283,8/9/24,brand outlet,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand," 3,658.48 "," 8,878.76 ", 2.43 ,,," 2,129.00 "," 2,088.00 "," 117,720.00 ", 77.00 
284,8/9/24,brand outlet,PLA,Search,Conversion,PLA,Search Conversion PLA," 34,779.56 "," 158,994.23 ", 4.57 ,,," 47,337.00 "," 55,402.00 "," 4,660,621.00 "," 1,971.00 "
285,8/9/24,brand outlet,Social Consideration,Social,Consideration,Not Applicable,Social Consideration," 11,773.96 ", -   , -   ,,, 17.00 ," 40,652.00 "," 981,799.00 ", -   
286,8/10/24,brand us,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion," 7,053.00 "," 93,694.52 ", 13.28 ,,," 10,536.00 ", -   , -   , 542.00 
287,8/10/24,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 1,019.97 "," 92,234.47 ", 90.43 ,,," 20,764.00 "," 17,212.00 "," 37,927.00 ", 526.00 
288,8/10/24,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 747.52 ," 3,926.31 ", 5.25 ,,," 3,584.00 "," 5,886.00 "," 47,410.00 ", 34.00 
289,8/10/24,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 549.11 ," 3,471.67 ", 6.32 ,,," 1,438.00 "," 2,211.00 "," 22,479.00 ", 18.00 
290,8/10/24,brand us,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 5,480.21 ", -   , -   ,,, 356.00 ," 1,522.00 "," 1,854,532.00 ", -   
291,8/10/24,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 829.58 ,,,,,, 211.00 ," 2,661.00 ",
292,8/10/24,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE," 7,117.97 ", -   , -   ,,, 240.00 ," 2,073.00 "," 1,939,310.00 ", -   
293,8/10/24,brand us,PLA,Search,Conversion,PLA,Search Conversion PLA," 23,576.46 "," 77,463.83 ", 3.29 ,,," 27,775.00 "," 30,459.00 "," 2,890,211.00 ", 453.00 
294,8/10/24,brand us,Social Consideration,Social,Consideration,Not Applicable,Social Consideration," 6,970.41 "," 3,635.01 ", 0.52 ,,," 11,512.00 "," 33,961.00 "," 1,177,398.00 ", 24.00 
295,8/10/24,brand us,TikTok AWE,Social,Awareness,TikTok AWE,TikTok AWE," 3,758.28 ", -   , -   ,,, 189.00 ," 1,559.00 "," 888,614.00 ", -   
296,8/10/24,brand us,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC,, 422.96 , -   ,, -   , 619.00 ,,, 3.00 
297,8/10/24,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom,, 606.00 , -   ,, -   , 522.00 ,,, 3.00 
298,8/10/24,brand us,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand,, 104.99 , -   ,, -   , 161.00 ,,, 1.00 
299,8/10/24,brand ca,Affiliates,Affiliates,Conversion,Not Applicable,Affiliates Conversion, 547.00 ," 8,274.86 ", 15.13 ,,, 778.00 , -   , -   , 38.00 
300,8/10/24,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 263.48 ," 6,234.00 ", 23.66 ,,," 2,015.00 "," 4,135.00 "," 8,213.00 ", 52.00 
301,8/10/24,brand ca,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 185.03 , 893.95 , 4.83 ,,, 513.00 , 818.00 ," 16,685.00 ", 6.00 
